# Constructed from biom file
#OTU ID	258_B3	153_B3	090_subseq	074_B2	146_B1	015_B4	164_B1	024_B2
TRINITY_DN137750_c4_g3_i3	0.0	0.0	1.0	0.0	283.0	4.0	0.0	2.0
TRINITY_DN139544_c2_g7_i3	4.0	0.0	6.0	0.0	10.0	2.0	0.0	1.0
TRINITY_DN141146_c7_g1_i1	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN143516_c8_g1_i1	21.65	7.0	6.0	0.0	0.0	16.0	0.0	4.49
TRINITY_DN140626_c8_g3_i1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN141756_c0_g1_i3	5.0	0.0	4.0	0.0	8.0	0.0	26.0	0.0
TRINITY_DN134701_c0_g2_i1	0.0	2.0	1.0	0.0	0.0	10.0	0.0	0.0
TRINITY_DN143020_c3_g1_i1	1.0	0.0	0.0	28.0	0.0	0.0	0.0	5.06
TRINITY_DN142636_c6_g1_i8	4.0	0.0	0.0	0.0	3.92	0.0	0.0	3.99
TRINITY_DN145261_c61_g1_i2	2084.47	144.99	7.01	0.0	1.0	363.9	108.81	585.9
TRINITY_DN144561_c9_g7_i1	319.71	0.0	10.33	0.0	0.0	21.77	4.0	33.72
TRINITY_DN611602_c3_g1_i1	0.33	0.0	3.0	0.0	28.45	0.0	0.0	0.0
TRINITY_DN137050_c3_g1_i1	7.56	12.0	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN1090454_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN143683_c0_g1_i8	0.0	0.0	4.01	0.0	0.0	2.17	0.0	3.37
TRINITY_DN142178_c2_g1_i4	4.78	0.0	0.0	0.0	6.04	0.0	0.0	6.95
TRINITY_DN145551_c2_g2_i1	2.35	89.25	127.18	0.0	0.0	10.12	0.0	5.67
TRINITY_DN142485_c6_g9_i2	17.0	0.0	15.68	0.0	0.0	14.46	0.0	7.24
TRINITY_DN142635_c3_g2_i15	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.58
TRINITY_DN140907_c2_g2_i10	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN141648_c3_g2_i4	1.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0
TRINITY_DN137525_c2_g3_i1	0.0	0.0	2.0	0.0	144.0	2.0	0.0	6.0
TRINITY_DN140995_c5_g1_i2	5.17	0.0	0.0	0.0	0.0	20.32	0.0	16.0
TRINITY_DN144137_c0_g1_i1	4.35	0.0	0.0	0.0	0.03	1.0	0.0	0.0
TRINITY_DN139697_c1_g4_i1	1.0	0.0	4.0	57.0	0.0	0.0	0.0	0.0
TRINITY_DN143926_c4_g2_i1	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN139333_c4_g6_i1	0.0	0.0	1.0	7.0	8.29	0.0	0.0	0.0
TRINITY_DN612476_c4_g1_i1	74.79	0.0	5.03	2.0	1.0	1.0	0.0	2.0
TRINITY_DN145617_c0_g1_i14	1.0	0.0	0.0	0.0	37.69	1.0	0.0	36.92
TRINITY_DN140952_c1_g1_i1	0.0	0.0	2.23	0.0	0.0	1.98	0.0	4.9
TRINITY_DN143840_c5_g4_i3	4.0	0.0	2.0	0.0	0.0	5.0	4.0	16.98
TRINITY_DN136312_c3_g1_i17	6.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
TRINITY_DN139880_c0_g1_i1	3.0	0.0	1.0	15.0	0.0	8.0	6.0	0.0
TRINITY_DN140459_c0_g1_i3	1.0	0.0	0.0	5.0	15.0	0.0	0.0	0.0
TRINITY_DN143163_c3_g1_i8	26.96	0.0	0.0	1.0	61.5	2.69	0.0	3.0
TRINITY_DN144913_c2_g2_i7	4.0	0.0	3.52	0.0	2.0	0.0	0.0	0.0
TRINITY_DN139465_c2_g6_i1	2.0	0.0	0.0	0.0	0.0	0.77	0.0	1.0
TRINITY_DN142095_c4_g5_i1	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN139557_c0_g2_i4	2.59	0.0	1.23	0.0	6.0	0.0	0.0	0.0
TRINITY_DN143494_c13_g6_i1	3.0	13.0	5.04	34.0	0.0	1.07	0.0	0.0
TRINITY_DN129949_c0_g1_i3	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN139477_c2_g1_i3	4.0	0.0	3.0	0.0	22.0	0.0	0.0	0.0
TRINITY_DN141391_c4_g1_i1	9.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN140531_c0_g1_i2	1.21	0.0	0.0	0.0	3.75	0.0	0.0	6.0
TRINITY_DN145637_c3_g1_i1	0.3	4.0	0.0	0.0	0.0	7.32	0.0	46.45
TRINITY_DN138922_c0_g2_i6	0.0	1.0	0.0	0.0	0.0	2.89	0.0	2.0
TRINITY_DN141348_c4_g1_i1	20.61	0.0	0.0	0.0	0.0	55.45	0.0	13.99
TRINITY_DN139212_c13_g4_i1	0.0	0.0	22.0	105.0	2.0	0.0	0.0	0.0
TRINITY_DN139776_c3_g7_i1	0.0	0.0	8.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN143526_c2_g1_i11	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN143588_c6_g5_i1	6.47	0.0	8.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN145330_c0_g1_i15	1.06	0.0	0.0	0.0	350.27	25.14	0.0	5.72
TRINITY_DN133194_c0_g4_i1	1.0	0.0	1.0	0.0	0.0	0.0	12.0	0.0
TRINITY_DN136603_c6_g1_i2	3.0	0.0	0.0	1.0	0.0	2.0	0.0	8.0
TRINITY_DN136810_c1_g3_i7	11.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN141118_c0_g2_i3	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN132925_c0_g1_i2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN142228_c6_g1_i2	13.26	2.0	5.0	0.0	1011.06	29.0	0.0	76.64
TRINITY_DN137491_c0_g1_i4	1.15	0.0	1.15	0.0	0.0	1.0	2.0	0.0
TRINITY_DN125192_c2_g1_i1	29.0	0.0	0.0	0.0	1.0	8.0	0.0	0.0
TRINITY_DN138237_c9_g2_i2	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
TRINITY_DN144123_c1_g1_i7	24.06	0.0	1.0	0.0	60.04	2.95	0.0	0.0
TRINITY_DN142388_c3_g1_i9	7.02	0.0	0.0	0.0	0.0	4.04	0.0	1.72
TRINITY_DN131424_c0_g1_i4	1.0	0.0	0.0	0.0	2.59	1.0	0.0	0.0
TRINITY_DN145366_c17_g1_i3	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN144672_c0_g1_i1	1.0	0.0	3.4	3.0	8.35	1.54	2.0	8.74
TRINITY_DN135313_c0_g1_i2	6.77	0.0	0.0	0.0	0.0	3.0	0.0	13.7
TRINITY_DN136211_c3_g2_i5	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
TRINITY_DN142871_c2_g1_i2	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN615266_c1_g1_i1	1.0	24.0	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN136587_c2_g1_i5	2.0	5.0	2.0	0.0	8.0	0.0	0.0	0.0
TRINITY_DN145581_c18_g6_i2	918.7	5.0	33.56	30.96	1410.61	293.4	5.31	895.02
TRINITY_DN144175_c1_g1_i8	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN142559_c5_g2_i1	10.0	0.0	12.0	0.0	9.0	1.0	0.0	0.0
TRINITY_DN141725_c1_g1_i8	4.0	9.0	1.0	0.0	0.0	0.0	0.0	4.0
TRINITY_DN139794_c5_g1_i2	0.0	10.0	0.0	0.0	0.0	7.0	0.0	1.0
TRINITY_DN142128_c2_g1_i1	1.23	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN145421_c1_g1_i6	0.0	0.0	3.76	3.0	2.77	1.28	0.0	1.0
TRINITY_DN140774_c3_g3_i2	0.0	10.64	0.0	0.0	6.52	0.09	0.0	0.0
TRINITY_DN135567_c0_g3_i1	3.0	0.0	0.0	23.0	0.0	1.0	0.0	0.0
TRINITY_DN92149_c2_g3_i1	3.11	0.0	1.0	0.0	0.0	3.83	0.0	1.31
TRINITY_DN145578_c17_g4_i1	0.0	155.0	0.0	0.0	0.0	12.0	0.0	1.21
TRINITY_DN137810_c0_g1_i1	5.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0
TRINITY_DN144815_c4_g1_i6	5.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0
TRINITY_DN143149_c4_g1_i5	3.75	0.0	0.0	0.0	0.0	15.12	0.0	2.69
TRINITY_DN145300_c5_g1_i6	48.91	9.71	0.0	68.52	1.48	298.92	0.0	487.52
TRINITY_DN135733_c3_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN145553_c5_g2_i2	46.89	0.0	0.0	0.0	0.0	167.7	0.0	95.88
TRINITY_DN138210_c4_g3_i2	1.49	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN136209_c2_g2_i1	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0
TRINITY_DN145485_c4_g2_i1	0.0	0.0	1.0	0.0	3.0	3.0	0.0	1.0
TRINITY_DN139123_c4_g2_i1	13.0	0.0	5.63	21.0	0.0	0.0	0.0	0.0
TRINITY_DN142591_c7_g1_i1	1.0	0.0	1.0	0.0	7.0	1.0	6.0	0.0
TRINITY_DN136500_c0_g1_i4	1.0	0.0	1.0	0.0	9.23	0.0	0.0	0.0
TRINITY_DN140488_c3_g1_i1	1.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0
TRINITY_DN1090337_c2_g1_i1	1.0	0.0	1.0	81.0	0.0	1.0	0.0	0.0
TRINITY_DN139034_c0_g2_i3	1.0	0.0	0.0	0.0	10.54	1.0	0.0	0.0
TRINITY_DN141668_c4_g1_i6	0.0	0.0	1.14	0.0	0.0	2.19	0.0	1.0
TRINITY_DN145772_c1_g1_i3	1.93	0.0	5.4	0.0	8.17	0.0	0.0	2.47
TRINITY_DN135978_c4_g1_i1	4.98	0.0	2.0	2.44	0.0	0.0	0.0	0.0
TRINITY_DN135774_c6_g6_i1	0.0	0.0	0.0	11.0	24.0	0.0	0.0	9.0
TRINITY_DN136346_c15_g3_i5	2.0	0.0	1.89	10.0	0.8	0.0	0.0	0.0
TRINITY_DN144266_c6_g1_i2	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0
TRINITY_DN142381_c1_g2_i6	0.0	0.0	1.0	0.0	8.09	1.0	0.0	0.0
TRINITY_DN144640_c17_g5_i3	0.0	30.0	18.12	0.0	2.0	0.0	0.0	0.0
TRINITY_DN141702_c1_g2_i1	1.0	0.0	3.0	0.0	1.0	0.0	0.0	2.0
TRINITY_DN141391_c4_g1_i4	0.0	0.0	0.0	0.0	18.87	1.33	0.0	1.34
TRINITY_DN144666_c2_g2_i1	0.0	0.0	1.0	83.0	3.0	0.0	0.0	1.0
TRINITY_DN130848_c1_g1_i1	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
TRINITY_DN143969_c2_g1_i8	9.0	0.0	4.0	1.0	0.0	1.0	0.0	1.0
TRINITY_DN144021_c5_g3_i2	1.75	0.0	128.1	0.0	876.68	9.76	0.0	232.15
TRINITY_DN142739_c1_g1_i1	72.92	7.0	0.0	0.0	0.0	46.91	0.0	10.0
TRINITY_DN383839_c3_g1_i1	1.0	0.0	0.0	89.0	0.0	0.0	0.0	4.0
TRINITY_DN144172_c1_g1_i2	0.0	641.0	0.0	0.0	0.0	298.3	0.0	30.29
TRINITY_DN142761_c18_g1_i4	19.7	67.0	0.0	9.45	49.7	0.0	0.0	0.0
TRINITY_DN135177_c1_g2_i1	15.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN130174_c0_g1_i1	1.0	0.0	1.0	0.0	0.0	4.0	0.0	2.0
TRINITY_DN140481_c3_g1_i1	12.8	0.0	4.0	0.0	45.4	3.0	0.0	18.0
TRINITY_DN140723_c0_g1_i4	0.0	0.0	1.0	0.0	4.0	0.0	0.0	4.0
TRINITY_DN133479_c0_g1_i1	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
TRINITY_DN117410_c2_g3_i2	0.0	0.0	37.0	0.0	90.0	0.0	0.0	17.7
TRINITY_DN142184_c4_g2_i1	0.0	0.0	1.0	54.0	98.0	1.0	0.0	7.0
TRINITY_DN138597_c2_g3_i1	2.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0
TRINITY_DN145714_c3_g1_i5	0.28	0.0	0.0	0.0	0.0	3.17	0.0	1.46
TRINITY_DN142922_c7_g5_i2	0.0	0.0	1.0	0.0	16.0	2.0	0.0	1.0
TRINITY_DN137852_c3_g1_i1	5.0	0.0	4.0	0.0	0.0	0.0	17.0	0.0
TRINITY_DN144942_c3_g3_i1	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN139581_c6_g1_i2	0.0	0.0	0.0	2.0	17.0	0.0	0.0	3.0
TRINITY_DN139837_c0_g3_i1	2.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN143064_c2_g1_i1	0.0	0.0	17.0	0.0	5.0	0.0	0.0	1.0
TRINITY_DN140525_c3_g1_i5	0.08	0.0	0.22	0.0	1.08	0.0	0.0	0.0
TRINITY_DN141269_c5_g2_i1	0.0	67.0	0.0	0.0	0.0	2.0	0.0	7.0
TRINITY_DN143289_c4_g4_i2	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
TRINITY_DN141259_c3_g3_i2	4.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
TRINITY_DN144288_c1_g1_i1	1.0	0.0	0.0	0.0	1962.69	0.0	0.0	14.73
TRINITY_DN139094_c2_g1_i1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.91
TRINITY_DN144386_c0_g1_i4	0.0	0.0	0.0	0.0	14.13	9.57	0.0	19.17
TRINITY_DN132978_c2_g1_i3	1.73	0.0	0.0	6.0	4.0	2.0	0.0	0.0
TRINITY_DN137913_c1_g1_i1	0.0	0.0	3.0	0.0	3.0	0.0	0.0	1.0
TRINITY_DN144422_c2_g1_i2	0.0	4.08	0.0	0.0	1.0	8.89	0.0	0.0
TRINITY_DN142511_c2_g2_i11	1.0	0.0	1.0	0.0	2.11	0.0	0.0	0.0
TRINITY_DN140097_c2_g1_i3	2.0	0.0	5.0	61.0	14.57	0.0	0.0	1.0
TRINITY_DN139324_c0_g2_i5	5.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
TRINITY_DN144005_c3_g2_i1	2.0	0.0	6.0	53.0	0.0	0.0	0.0	0.0
TRINITY_DN76087_c2_g1_i1	63.0	0.0	20.0	0.0	103.0	0.0	31.0	6.0
TRINITY_DN141414_c2_g3_i1	4.0	0.0	5.0	0.0	3.0	3.0	0.0	1.0
TRINITY_DN145462_c0_g1_i9	27.95	1.0	1.93	1.07	22.06	3.01	0.0	12.81
TRINITY_DN144165_c1_g1_i7	0.0	0.0	2.61	0.0	0.02	1.0	0.0	0.0
TRINITY_DN143841_c3_g1_i3	1.0	0.0	5.02	0.0	79.32	0.0	0.0	0.0
TRINITY_DN135581_c0_g1_i1	1.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0
TRINITY_DN142652_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	5.0	0.0	3.56
TRINITY_DN133642_c0_g1_i3	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0
TRINITY_DN142382_c5_g2_i1	0.0	0.0	4.0	0.0	0.0	0.0	46.0	1.0
TRINITY_DN144699_c8_g1_i1	13.45	0.0	0.0	0.0	6.32	0.31	0.0	1.02
TRINITY_DN136380_c1_g1_i3	0.0	1.0	0.02	0.0	0.0	0.13	0.0	0.0
TRINITY_DN141449_c3_g4_i1	1.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0
TRINITY_DN143094_c2_g2_i1	6.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN145419_c1_g1_i2	0.0	0.0	1.0	4.0	47.32	0.0	0.0	2.0
TRINITY_DN145036_c19_g2_i3	38.12	30.0	12.02	325.57	8275.86	40.26	22.0	43.56
TRINITY_DN144368_c1_g1_i5	1.93	0.0	0.0	0.0	3.01	0.0	1.1	0.0
TRINITY_DN612741_c0_g1_i1	1.26	1.0	3.67	0.0	1.0	4.49	0.0	47.48
TRINITY_DN141435_c3_g1_i2	1.0	0.0	0.0	0.0	0.0	4.75	0.0	3.0
TRINITY_DN144360_c2_g1_i2	2.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0
TRINITY_DN132584_c0_g1_i1	19.0	0.0	1.0	0.0	0.0	12.0	0.0	0.0
TRINITY_DN137505_c3_g1_i2	5.0	0.0	1.0	0.0	0.0	0.0	14.0	0.0
TRINITY_DN145682_c12_g1_i1	1.0	0.0	21.0	0.0	0.0	0.0	8.0	0.0
TRINITY_DN145229_c6_g2_i6	0.0	0.0	4.87	0.0	2.31	2.07	1.0	0.0
TRINITY_DN143907_c11_g2_i9	4.0	0.0	1.77	0.0	0.0	1.0	23.0	1.72
TRINITY_DN136264_c1_g1_i1	0.0	34.0	0.0	0.0	1.0	2.0	0.0	3.0
TRINITY_DN142814_c2_g2_i4	34.0	0.0	23.0	0.0	12.0	3.0	0.0	1.0
TRINITY_DN143552_c3_g1_i3	0.0	0.0	0.0	0.0	3.38	1.0	0.0	1.0
TRINITY_DN143417_c6_g1_i1	210.65	0.0	11.0	14.0	0.0	22.0	0.0	17.08
TRINITY_DN143895_c0_g1_i3	15.19	0.0	2.1	0.0	0.0	4.38	24.04	0.0
TRINITY_DN141195_c4_g1_i1	0.0	18.0	0.0	0.0	2.0	22.0	0.0	1.0
TRINITY_DN144240_c12_g1_i1	0.0	0.0	14.41	0.0	30.7	7.99	0.0	0.0
TRINITY_DN141994_c15_g1_i6	3.0	0.0	0.0	32.0	7.59	3.0	0.0	4.0
TRINITY_DN143119_c4_g2_i2	6.0	0.0	16.14	0.0	0.0	0.0	19.0	6.0
TRINITY_DN143487_c2_g1_i3	0.0	0.0	1.0	0.0	0.79	3.98	0.0	2.0
TRINITY_DN137397_c4_g2_i1	2.39	0.0	0.0	0.0	38.91	1.0	0.0	0.0
TRINITY_DN140418_c1_g5_i3	2.0	0.0	2.0	0.0	1.12	0.0	0.0	0.0
TRINITY_DN144986_c2_g1_i2	0.0	0.0	0.0	144.5	44.0	3.5	0.0	0.0
TRINITY_DN137332_c1_g1_i2	0.0	0.0	1.93	7.0	0.0	1.0	0.0	0.0
TRINITY_DN137434_c8_g1_i3	0.0	0.0	0.0	0.0	2.75	1.0	0.0	1.0
TRINITY_DN136355_c2_g1_i2	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0
TRINITY_DN142655_c6_g9_i2	2.0	0.0	11.1	0.0	0.0	0.0	0.0	4.0
TRINITY_DN139765_c1_g2_i3	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN143972_c0_g1_i1	0.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0
TRINITY_DN135697_c0_g2_i1	2.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0
TRINITY_DN140925_c1_g1_i3	0.0	0.0	0.34	0.0	0.93	0.0	0.0	2.0
TRINITY_DN145062_c3_g1_i3	15.77	0.0	0.0	0.0	13.57	0.0	0.0	0.02
TRINITY_DN142402_c3_g5_i2	27.9	0.0	4.0	0.0	0.0	26.0	0.0	12.21
TRINITY_DN145366_c17_g1_i5	0.0	7.0	15.65	88.0	7.47	1.15	213.0	2.0
TRINITY_DN142802_c1_g1_i1	5.0	0.0	0.0	0.0	0.0	0.48	0.0	1.0
TRINITY_DN144268_c3_g1_i1	63.58	0.0	0.0	0.0	0.0	0.0	138.22	10.1
TRINITY_DN145360_c4_g1_i1	182.22	0.0	0.0	4.0	13.23	15.18	2.0	6.0
TRINITY_DN131022_c2_g1_i1	2.0	0.0	1.0	0.0	46.0	5.0	0.0	0.0
TRINITY_DN118620_c1_g2_i1	2.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN131100_c0_g1_i5	4.0	0.0	0.0	0.0	2.62	2.0	0.0	0.0
TRINITY_DN137758_c1_g1_i4	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN143867_c81_g1_i3	2.22	0.0	9.13	0.0	16.34	2.2	0.0	2.13
TRINITY_DN144381_c4_g1_i4	0.0	0.0	0.0	0.0	232.99	5.97	0.0	5.83
TRINITY_DN136743_c2_g2_i3	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
TRINITY_DN137957_c1_g1_i2	0.0	0.0	0.65	9.0	1.0	0.0	0.0	0.0
TRINITY_DN142927_c7_g5_i2	12.67	0.0	0.0	0.0	0.0	6.19	0.0	25.87
TRINITY_DN145547_c6_g1_i1	200.0	0.0	15.0	0.0	1616.0	0.0	145.0	13.0
TRINITY_DN136208_c1_g5_i1	1.25	0.0	0.0	0.0	1.27	0.0	0.0	2.0
TRINITY_DN145261_c61_g1_i4	14.48	22.0	93.9	0.0	0.0	63.49	1.0	1.32
TRINITY_DN141980_c4_g1_i2	2.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0
TRINITY_DN142450_c10_g1_i1	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
TRINITY_DN143221_c1_g1_i2	21.65	0.0	0.0	0.0	0.0	8.28	0.0	59.0
TRINITY_DN136876_c0_g1_i1	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
TRINITY_DN144421_c2_g1_i1	1.0	0.0	0.0	0.0	1235.62	38.33	0.0	8.0
TRINITY_DN145548_c1_g1_i5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.75
TRINITY_DN142724_c1_g1_i1	1.69	0.0	26.29	0.0	4.07	0.0	0.0	0.0
TRINITY_DN141127_c0_g3_i2	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN145229_c6_g2_i1	0.0	0.0	0.0	0.0	0.9	0.93	0.0	1.0
TRINITY_DN142927_c5_g5_i1	3.0	11.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN141716_c7_g2_i1	1.0	0.0	4.0	129.0	69.56	8.0	0.0	10.0
TRINITY_DN139616_c3_g1_i2	1.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN138210_c4_g3_i1	0.51	0.0	0.0	0.0	2.0	2.0	0.0	0.0
TRINITY_DN143035_c3_g7_i2	1.52	43.0	10.0	0.0	0.0	29.25	0.0	28.64
TRINITY_DN141742_c3_g3_i6	1.0	0.0	1.35	0.0	0.0	0.0	5.0	0.0
TRINITY_DN106742_c0_g1_i1	0.0	48.0	0.0	0.0	0.0	4.0	0.0	3.0
TRINITY_DN143313_c0_g1_i1	0.0	0.0	4.02	53.99	0.0	0.0	56.37	0.0
TRINITY_DN140887_c0_g2_i3	0.0	0.0	0.0	0.0	3.12	6.0	0.0	2.0
TRINITY_DN142402_c3_g2_i4	71.77	0.0	1.0	0.0	0.0	27.34	0.0	0.0
TRINITY_DN144694_c1_g1_i3	0.0	0.0	5.59	0.0	116.79	1.0	0.0	0.0
TRINITY_DN143050_c3_g1_i3	2.0	0.0	4.02	0.0	10.35	0.0	0.0	0.0
TRINITY_DN143948_c6_g3_i1	3.0	0.0	2.52	4.0	0.0	0.0	0.0	0.0
TRINITY_DN145078_c0_g1_i1	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN143619_c1_g1_i4	3.9	0.0	0.0	0.0	0.0	1.11	0.0	1.9
TRINITY_DN136847_c3_g2_i1	1.0	0.0	0.0	0.0	0.0	1.0	31.0	0.0
TRINITY_DN138366_c4_g7_i1	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
TRINITY_DN134843_c0_g1_i3	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
TRINITY_DN145422_c2_g1_i16	441.1	19.24	25.52	5.73	19.78	70.88	42.98	298.32
TRINITY_DN137041_c0_g3_i3	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN137848_c3_g1_i2	1.76	0.0	0.0	0.0	0.19	0.82	0.0	0.0
TRINITY_DN145050_c1_g1_i3	2.01	16.61	1.0	49.0	0.0	15.89	0.0	394.04
TRINITY_DN143817_c3_g3_i2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN141476_c1_g6_i1	0.0	15.0	0.0	0.0	0.0	3.0	0.0	2.0
TRINITY_DN138679_c3_g2_i11	2.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0
TRINITY_DN144978_c2_g1_i4	0.0	64.0	0.0	118.25	0.0	2.01	0.0	13.55
TRINITY_DN142622_c3_g1_i7	0.0	0.0	0.0	0.0	11.0	1.0	0.0	1.0
TRINITY_DN141180_c8_g2_i1	0.0	3.0	0.0	0.0	0.0	4.0	0.0	3.0
TRINITY_DN143354_c2_g1_i3	0.0	0.0	1.0	0.0	3.64	0.0	0.5	0.0
TRINITY_DN144494_c0_g1_i4	5.73	0.0	0.0	0.0	0.0	10.83	0.0	147.75
TRINITY_DN140954_c1_g1_i3	0.0	0.0	0.0	1.0	8.0	1.0	0.0	0.0
TRINITY_DN138733_c6_g4_i2	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN144030_c5_g1_i4	21.92	0.0	10.7	0.0	127.94	1.74	0.0	31.0
TRINITY_DN144012_c4_g2_i4	5.0	0.0	12.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN139212_c13_g2_i11	7.94	0.0	2.6	0.0	0.0	19.0	0.0	1.33
TRINITY_DN144815_c4_g1_i5	3.5	0.0	0.0	0.0	79.37	1.0	0.0	7.97
TRINITY_DN140755_c13_g1_i1	0.0	0.0	1.0	0.0	0.0	5.0	0.0	2.0
TRINITY_DN73903_c1_g1_i1	1.0	0.0	1.0	39.0	0.0	0.0	0.0	0.0
TRINITY_DN138874_c2_g3_i1	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
TRINITY_DN142205_c5_g1_i7	1.0	0.0	0.0	29.0	1.0	0.0	0.0	0.0
TRINITY_DN137715_c8_g1_i1	1.0	0.0	29.0	4.0	2.0	0.0	0.0	0.0
TRINITY_DN141994_c15_g1_i7	1.0	0.0	0.0	12.0	2.01	0.0	0.0	29.0
TRINITY_DN144708_c3_g1_i7	2.07	0.0	2.49	0.0	8.7	0.0	0.0	0.0
TRINITY_DN142115_c6_g1_i3	0.0	31.0	1.0	0.0	0.0	19.0	0.0	1.0
TRINITY_DN135610_c0_g2_i1	7.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN143018_c39_g5_i3	514.48	1030.26	65.32	319.93	0.0	1474.14	492.36	0.0
TRINITY_DN145291_c1_g1_i22	3.89	0.0	0.0	0.0	135.4	3.0	0.0	3.99
TRINITY_DN135950_c1_g2_i1	16.0	0.0	0.0	0.0	0.0	8.0	9.0	7.0
TRINITY_DN140382_c0_g1_i1	5.0	7.0	0.0	2.0	6.0	0.0	0.0	0.0
TRINITY_DN144778_c2_g1_i8	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
TRINITY_DN143026_c6_g8_i1	0.0	7.0	4.0	0.0	0.0	0.0	0.0	1.0
